MüştəriID,AdSoyad,DoğumTarixi,Cins,TəhsilSəviyyəsi,MəşğulluqStatusu,AylıqGəlir,KreditNövü,KreditMəbləği,KreditMəqsədi,FaizDərəcəsi,KreditSkoru,DigərKreditlərinSayı,KeçmişdəGecikmə,QaraSiyahida,MüraciətStatusu,YoxlayıcınınQeydləri
12657852,Hüseynova Fidan,1976-12-15,qadin,Orta məktəb,İşsiz,178,Nağd istehlak krediti,403,şəxsi istehlak məqsədi,14.94,242.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
48483229,Aylin Məmmədova,07-13-92,Q,Magistr,İşləyən,1740,Nağd istehlak krediti,15427,tibbi xərclər,14.56,518.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 239
48259896,Məryəm Səfərova,1977-01-08,qadin,Bakalavr tehsili,İşləyən,2421,Nağd istehlak krediti,4776,toy xərcləri,18.17,740.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
79597367,Fərid Rzayev,1999-02-19, kişi ,Magistr,İşləyən,2159,Nağd istehlak krediti,13247,toy xərcləri,17.38,405.0,1,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq | Yoxlayıcı_ID: 944
74613806,günel nəsirova,1973-02-16,,Orta məktəb,İşsiz,204,Nağd istehlak krediti,899,şəxsi istehlak məqsədi,12.75,326.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
91748067,Emin Abdullayev,08-24-94,Kişi,Bakalavr,İşləyən,2336,Nağd istehlak krediti,16668,tibbi xərclər,12.22,866.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 483
28525866,Rəna İbrahimova,09-18-07,,Bakalavr,Tələbə,,Təhsil krediti,2329,dövriyyə vəsaitlərinin artırılması - Biznes krediti,13.74,792.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
97821420,Ayan Məmmədova,1992-01-04,Q,Bakalavr tehsili,İşləyən,2392,Nağd istehlak krediti,6971,məişət avadanlığı alışı,23.81,,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
58371951,Ayan Tağıyeva,1992-09-05,,Orta məktəb,İşsiz,51,Nağd istehlak krediti,898,təmir,11.13,471.0,0,,Bəli,Rədd edilib,'Qara siyahı'da olmaq | Yoxlayıcı_ID: 964
96349065,Nihat Sultanov,1976-03-15, kişi ,Bakalavr,İşləyən,3832,Nağd istehlak krediti,"2,169",təmir,20.65,433.0,4,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
68893606,Lalə Səfərova,2001-06-27,,Bakalvar tehsili,İşləyən,3527,Avtomobil krediti,38385,toy xərcləri,12.79,1412.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
92663018,Anar Quliyev,09-04-05,,Magistr,Tələbə,212,Təhsil krediti,500,dövriyyə vəsaitlərinin artırılması - Biznes krediti,17.39,737.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
44988390,Fərid Qasımov,02-25-04,,Bakalavr tehsili,Tələbə,165,Təhsil krediti,2051,əsas vəsaitlərin alınması - Biznes krediti,12.54,271.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
10753380,Sevinc Quliyeva,16/09/2003,Q,Bakalavr,Tələbə,213,Təhsil krediti,2192,əsas vəsaitlərin alınması - Biznes krediti,24.56,534.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
82409891,Orxan Nəsirov,06-24-81,,Magistr,İşləyən,2651 AZN,Nağd istehlak krediti,16808,tibbi xərclər,22.99,889.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
53260894,Anar Sultanov,2006-08-18,,Bakalavr tehsili,Tələbə,245,Təhsil krediti,2429,Biznes krediti,15.5,392.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
21628348, Orxan Vəliyev ,02/05/1998,K,Bakalavr tehsili,İşləyən,1595,Nağd istehlak kriditi,9599,toy xərcləri,14.96,1429.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
64668906,Məhəmməd Səfərov,07-30-92,K,Orta məktəb,İşsiz,159,Nağd istehlak krediti,1000,toy xərcləri,22.74,564.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 370
56093245,Rauf Nəsirov,05-07-74,Kişi,Bakalavr,Sahibkar,8020,Mikro kredit,25309,dövriyyə vəsaitlərinin artırılması - Biznes krediti,22.77,1540.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
12100592,Əliyeva Aysel,1997-02-22,Qadın,Magistr,İşləyən,3926,Nağd istehlak krediti,17314,toy xərcləri,11.16,422.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
91689922,Şəbnəm Quliyeva,20/09/1987,Q,Bakalavr tehsili,İşləyən,3338,Avtomobil krediti,30131 manat,təmir,11.68,777.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
40470580,Murad İbrahimov,01/06/1971,K,Orta məktəb,İşsiz,159,Nağd istehlak krediti,372,məişət avadanlığı alışı,20.75,331.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
94758001, Cavid Vəliyev ,1978-08-05,Kişi,Bakalavr tehsili,İşləyən,2645 manat,Nağd istehlak krediti,1835,şəxsi istehlak məqsədi,17.63,554.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
98696619,Rəşad Hüseynov,10-27-99,K,Bakalavr,İşləyən,1941,Nağd istehlak krediti,1516,təmir,13.61,1183.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 834
86223248,Aydan İsmayılova,16/09/2005,Qadın,Magistr,Tələbə,188,Təhsil krediti,955,Biznes krediti,16.39,571.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
40368649,Nihat Səfərov,2006-03-13,K,Magistr,Tələbə,254,Təhsil krediti,2014,Biznes krediti,22.26,302.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
55427508,Uğur Hüseynov,1978-09-11,,Bakalavr tehsili,Sahibkar,3074,Mikro kredit,46585,Biznes krediti,22.78,1203.0,6,Bəli,Xeyr,Təsdiqlənib,Bankın kredit şərtlərinə uyğun deyil
71866958,Emin Hüseynov,1971-01-21,,Magistr,İşləyən,3153,Nağd istehlak krediti,14109 manat,təmir,15.38,431.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
45742779,Sahil Sultanov,11-01-05,,Bakalavr tehsili,Tələbə,231,Təhsil krediti,2804,dövriyyə vəsaitlərinin artırılması - Biznes krediti,13.2,663.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
15427547,Elvin Qasımov,1979-04-04,K,Bakalavr,İşləyən,2680,Nağd istehlak krediti,5697,təmir,21.39,519.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
15894823,Anar Əhmədov,05/01/1975,,Magistr,İşləyən,1926 manat,Nağd istehlak krediti,15525,şəxsi istehlak məqsədi,15.57,853.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 494
81043794,Emin Tağıyev,09-01-05,K,Bakalavr,Tələbə,142,Təhsil krediti,675,əsas vəsaitlərin alınması - Biznes krediti,16.92,442.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
53412707,Nərmin Rəhimova,09/08/2001,,Magistr,İşləyən,3341,Nağd istehlak krediti,5531,təmir,24.49,1367.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 672
86315594,Zeynəb Səfərova,08-21-03,,Magistr,Tələbə,300,Təhsil krediti,2272,Biznes krediti,21.35,785.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
77894850,Fərid Tağıyev,03-22-05, kişi ,Magistr,Tələbə,,Təhsil krediti,1226,əsas vəsaitlərin alınması - Biznes krediti,11.05,638.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
15806330,Zəhra İbrahimova,09-05-95,Qadın,Bakalavr tehsili,İşləyən,2163,Nağd istehlak krediti,18502,məişət avadanlığı alışı,22.06,405.0,2,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
38046687,Zeynəb Səfərova,09/08/1994,Q,Orta məktəb,İşsiz,351,Nağd istehlak krediti,942,şəxsi istehlak məqsədi,11.21,128.0,1,Xeyr,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
92743060,Elvin Cavadov,1976-10-01,Kişi,Bakalavr tehsili,Sahibkar,4989 manat,Mikro kredit,9351,əsas vəsaitlərin alınması - Biznes krediti,14.26,869.0,6,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
68701655,Məhəmməd Cəfərov,1980-05-26,Kişi,Magistr,İşləyən,3198,Nağd istehlak krediti,1223,tibbi xərclər,21.88,1479.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 643
53080071,Cavid Qasımov,01/02/1965, kişi ,Orta məktəb,İşsiz,39,Nağd istehlak krediti,965,tibbi xərclər,17.98,445.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
85875870,Zeynəb Hüseynova,09-09-61,qadin,Orta məktəb,İşsiz,121,Nağd istehlak krediti,436,toy xərcləri,14.19,359.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
65167824,Tağıyeva Rəna,2006-11-06,,Bakalavr,Tələbə,193,Təhsil krediti,"1,482",dövriyyə vəsaitlərinin artırılması - Biznes krediti,19.35,603.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
68757614,Anar İsmayılov,03/06/1996,Kişi,Bakalavr,İşləyən,3518,Avtomobil krediti,32010,məişət avadanlığı alışı,20.64,1361.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 856
61164016,Kamal Tağıyev,08-24-07,Kişi,Bakalavr,Tələbə,196,Təhsil krediti,783,dövriyyə vəsaitlərinin artırılması - Biznes krediti,22.03,604.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
89108968,Zülfiyyə İsmayılova,1978-09-14,,Bakalavr tehsili,İşləyən,3000,Nağd istehlak krediti,5148,təmir,22.91,590.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
50392460,Məryəm Hüseynova,16/03/2007,,Bakalavr tehsili,Tələbə,260,Təhsil krediti,718,Biznes krediti,22.73,673.0,1,Bəli,Xeyr,Təsdiqlənib,Gəlir çatışmazlığı
80189597,Rəna Qasımova,2006-11-24,Q,Bakalavr,Tələbə,156,Təhsil krediti,2763 manat,dövriyyə vəsaitlərinin artırılması - Biznes krediti,23.79,213.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
67803724,Kəmalə Vəliyeva,05/03/1988,qadin,Magistr,İşləyən,3347,Avtomobil krediti,32220,toy xərcləri,24.36,1206.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
14064049,Səbinə Hüseynova,2006-02-27,Q,Bakalavr tehsili,Tələbə,251,Təhsil krediti,684,Biznes krediti,12.72,282.0,0,,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
13758856,Emin Nəsirov,11/03/1982, kişi ,Magistr,Sahibkar,6400,Mikro kredit,10842,Biznes krediti,20.38,1277.0,6,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
58742530,Sahil Tağıyev,2006-06-29,Kişi,Bakalavr tehsili,Tələbə,198,Təhsil krediti,1744,əsas vəsaitlərin alınması - Biznes krediti,21.54,269.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
33286569,Günel Rəhimova,04/03/1980,,Magistr,İşləyən,2959,Avtomobil krediti,12830,toy xərcləri,11.21,579.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
11623077, Əli Babayev ,1978-05-24, kişi ,Magistr,İşləyən,936,Nağd istehlak krediti,16709,tibbi xərclər,14.43,469.0,3,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
87940880,Elvin Əliyev,09/06/1983,Kişi,Bakalavr,İşləyən,2517 manat,Nağd istehlak krediti,8175,məişət avadanlığı alışı,18.17,1524.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
44514830,Fidan Quliyeva,1995-10-22,Q,Magistr,İşləyən,1123,Nağd istehlak krediti,10046,məişət avadanlığı alışı,11.15,1409.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 380
91145258,Tural Cəfərov,29/05/1992,K,Bakalavr,Sahibkar,7144,Mikro kredit,34121,Biznes krediti,17.88,816.0,7,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
59199263,Yusif Əliyev,02-25-69,Kişi,Orta məktəb,İşsiz,387,Nağd istehlak krediti,658,təmir,12.84,331.0,1,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
16256066,Məhəmməd Sultanov,1975-01-17,Kişi,Orta məktəb,İşsiz,24,Nağd istehlak krediti,481,təmir,22.44,370.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
56303737,Yusif İsmayılov,03-30-89, kişi ,Bakalavr,İşləyən,,Nağd istehlak krediti,7858,toy xərcləri,19.52,1096.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
80636186,Nihat Tağıyev,23/08/1997,Kişi,Bakalavr,İşləyən,2946,Nağd istehlak krediti,11199,məişət avadanlığı alışı,23.09,973.0,4,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
88538682,Yusif Quliyev,06/04/1978,K,Magistr,İşləyən,2107,Nağd istehlak krediti,11886,tibbi xərclər,15.45,1238.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
36101366,Zəhra Əliyeva,1988-09-07,,Magistr,Sahibkar,5652,Mikro kredit,49292,dövriyyə vəsaitlərinin artırılması - Biznes krediti,13.99,1219.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 268
88144236,Şəbnəm Babayeva,1975-12-20,,Bakalavr tehsili,İşləyən,2230,Avtomobil krediti,26614,şəxsi istehlak məqsədi,17.48,1184.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
93017363,Uğur Rzayev,1989-10-09,,Orta məktəb,İşsiz,86,Nağd istehlak kriditi,342,təmir,12.79,,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
18577322,Anar Vəliyev,09/08/2006,K,Magistr,Tələbə,113,Təhsil krediti,1295,dövriyyə vəsaitlərinin artırılması - Biznes krediti,21.25,563.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
65142508,Murad Nəsirov,07-27-80, kişi ,Bakalvar,İşləyən,1214,Avtomobil krediti,19674,tibbi xərclər,11.65,1109.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
64846191,Nihat İbrahimov,1990-01-25,K,Bakalavr,İşləyən,1742,Nağd istehlak krediti,"11,720",toy xərcləri,20.18,520.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
58570074,Hüseyn Abdullayev,1993-10-26, kişi ,Orta məktəb,İşsiz,327,Nağd istehlak krediti,580,tibbi xərclər,24.63,301.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
58772263,Aysel Əhmədova,1972-08-03,qadin,Orta məktəb,İşsiz,51,Nağd istehlak krediti,853,məişət avadanlığı alışı,17.96,414.0,0,,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
48927218,Anar Hüseynov,1986-12-18, kişi ,Bakalavr tehsili,Sahibkar,4487,Mikro kredit,8782,əsas vəsaitlərin alınması - Biznes krediti,13.84,1566.0,5,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
19314239,İsmayılov Orxan,07-01-73,K,Orta məktəb,İşsiz,267,Nağd istehlak krediti,751,tibbi xərclər,23.58,498.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
79282272,Nihat Sultanov,13/09/1974,,Bakalavr tehsili,Sahibkar,"8,941",Mikro kredit,59970,dövriyyə vəsaitlərinin artırılması - Biznes krediti,23.5,1521.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
83277466,Günel Babayeva,06/04/1980,Q,Magistr,İşləyən,1798,Avtomobil kriditi,15335,məişət avadanlığı alışı,16.8,634.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
77749600,Kamal Vəliyev,31/07/1995,,Orta məktəb,İşsiz,395,Nağd istehlak krediti,391,şəxsi istehlak məqsədi,21.0,352.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
49049617,Fatimə İbrahimova,07-22-71,qadin,Bakalavr tehsili,İşləyən,1368,Nağd istehlak krediti,7709,təmir,23.21,704.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 222
95150561,Emin Quliyev,2002-01-27, kişi ,Bakalavr tehsili,İşləyən,3655,Nağd istehlak krediti,9503,toy xərcləri,24.06,1125.0,2,Xeyr,Xeyr,Təsdiqlənib,Səhv və ya natamam müraciət
67454397,Rəşad Quliyev,1979-06-01,K,Bakalavr,İşləyən,1464,Nağd istehlak krediti,11497,təmir,16.96,870.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 224
21797441,Sevinc Babayeva,1971-12-07,Qadın,Bakalavr,İşləyən,1089,Nağd istehlak krediti,3487,toy xərcləri,21.03,1268.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
12791160,Günel Əliyeva,1991-10-30,Q,Magistr,İşləyən,1331,Nağd istehlak krediti,19022 AZN,tibbi xərclər,12.44,713.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
63426509,Elvin Cavadov,1998-01-05, kişi ,Orta məktəb,İşsiz,25,Nağd istehlak krediti,849,toy xərcləri,16.6,165.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 860
15586554,Nihat Hüseynov,1982-08-30,K,Bakalavr,İşləyən,,Nağd istehlak krediti,16459,məişət avadanlığı alışı,18.02,405.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
32360270,Ləman Hüseynova,30/01/1984,Qadın,Bakalavr,İşləyən,1834,Nağd istehlak krediti,15026,təmir,24.73,407.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
70899757,Nigar Cəfərova,07-24-06,qadin,Magistr,Tələbə,159,Təhsil krediti,2297,əsas vəsaitlərin alınması - Biznes krediti,24.2,750.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
16411005,Sahil Cavadov,1993-03-03,Kişi,Bakalavr tehsili,İşləyən,2618,Nağd istehlak krediti,1125 manat,təmir,18.6,1088.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
68250080,Ayan Rəhimova,1972-03-02,,Bakalavr tehsili,Sahibkar,3060,Mikro kredit,64746,əsas vəsaitlərin alınması - Biznes krediti,22.55,1463.0,7,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
95986311,Kəmalə Əhmədova,25/12/1985,,Magistr,İşləyən,3855,Nağd istehlak krediti,14192,tibbi xərclər,22.05,1268.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
96540161,Şəbnəm Tağıyeva,27/06/1976,qadin,Bakalavr tehsili,İşləyən,3169,Avtomobil krediti,16242 manat,toy xərcləri,17.73,1326.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
14036710,Orxan Cəfərov,14/11/1996, kişi ,Bakalavr,İşləyən,2631 manat,Avtomobil krediti,35139,şəxsi istehlak məqsədi,18.87,1433.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
39646404,Nihat Tağıyev,22/12/1971,,Magistr,İşləyən,2348,Avtomobil krediti,36618,toy xərcləri,22.83,1021.0,0,,Xeyr,Təsdiqlənib,İş stajı yetərsizdir
20539207,Əli Vəliyev,12-25-81,K,Bakalavr,İşləyən,1269,Nağd istehlak krediti,11707,təmir,15.13,1323.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
20339103,Zülfiyyə Quliyeva,1994-12-26,,Magistr,İşləyən,3137,Nağd istehlak krediti,11487,məişət avadanlığı alışı,16.88,1110.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
27116233, Cavid Səfərov ,1981-02-15,Kişi,Orta məktəb,İşsiz,147,Nağd istehlak krediti,408,məişət avadanlığı alışı,15.49,491.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
10780537,Zülfiyyə Rzayeva,1975-04-24,Q,Magistr,İşləyən,2447,Nağd istehlak krediti,16939,şəxsi istehlak məqsədi,12.12,1585.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
18258915,Ləman Qasımova,31/07/2007,qadin,Magistr,Tələbə,124,Təhsil krediti,727,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.11,258.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
90974811,Ləman Quliyeva,2005-01-22,Q,Magistr,Tələbə,253,Təhsil krediti,893,dövriyyə vəsaitlərinin artırılması - Biznes krediti,17.45,528.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 600
95669748,Məryəm Qasımova,1995-01-15,Q,Bakalavr,İşləyən,1937,Nağd istehlak krediti,4822,tibbi xərclər,22.45,1084.0,2,Xeyr,Xeyr,Təsdiqlənib,'Qara siyahı'da olmaq
85872803,Nigar Tağıyeva,1998-04-16,Q,Bakalavr tehsili,İşləyən,1174,Nağd istehlak krediti,12717,təmir,13.75,1295.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
80369196,Nigar Rəhimova,1993-12-02,Qadın,Magistr,İşləyən,1194,Nağd istehlak krediti,19356 AZN,təmir,22.12,1361.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
35635332,Anar Sultanov,1994-02-07,Kişi,Magistr,İşləyən,1444,Nağd istehlak krediti,16453,şəxsi istehlak məqsədi,21.89,1551.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
63884442,Orxan Hüseynov,28/02/1995,Kişi,Bakalavr,İşləyən,1327,Nağd istehlak krediti,19992,təmir,17.55,851.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
96205732,Kamal Hüseynov,1970-06-07, kişi ,Bakalavr tehsili,Sahibkar,3682,Mikro kredit,72045 AZN,Təmir,16.28,1290.0,8,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
77066076, Nigar Vəliyeva ,2001-10-03,Qadın,Bakalavr tehsili,İşləyən,1846,Nağd istehlak krediti,12200,məişət avadanlığı alışı,13.91,1073.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 721
48318272,Ramin Tağıyev,2005-06-04, kişi ,Bakalvar,Tələbə,138,Təhsil krediti,"1,954",əsas vəsaitlərin alınması - Biznes krediti,11.44,323.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 822
16950505,Fərid Məmmədov,11-07-80,Kişi,Magistr,İşləyən,2819,Nağd istehlak krediti,19621,məişət avadanlığı alışı,22.76,1305.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 103
96637929,Əli Əhmədov,30/04/1989,Kişi,Bakalavr tehsili,Sahibkar,5547,Mikro kredit,91981,əsas vəsaitlərin alınması - Biznes krediti,11.38,983.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 372
55536118,Şəbnəm Rəhimova,21/09/1981,Qadın,Bakalavr,Sahibkar,5226,Mikro kredit,38064,əsas vəsaitlərin alınması - Biznes krediti,22.18,1579.0,7,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
87418179,Elvin Əhmədov,05-11-91,K,Bakalavr,İşləyən,3688,Nağd istehlak krediti,8790,şəxsi istehlak məqsədi,20.29,1268.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
40339353,Rauf Hüseynov,06-04-82,K,Bakalavr,İşləyən,1378,Nağd istehlak krediti,11993,təmir,23.23,556.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
41447386,Zəhra Nəsirova,05/04/2006,Qadın,Bakalavr,Tələbə,111058,Təhsil krediti,2520,əsas vəsaitlərin alınması - Biznes krediti,17.7,770.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
57223529,Orxan Babayev,11-10-74,,Magistr,Sahibkar,"6,817",Mikro kredit,99607,əsas vəsaitlərin alınması - Biznes krediti,13.32,813.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
76819072,hüseyn səfərov,16/07/1996,,Orta məktəb,İşsiz,53,Nağd istehlak krediti,660,məişət avadanlığı alışı,11.95,310.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
57426947,Ayan Hüseynova,23/01/1976,Q,Bakalavr tehsili,İşləyən,2688,Avtomobil krediti,17313,məişət avadanlığı alışı,16.16,996.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
66236775,Fatimə Cavadova,06/07/1965,qadin,Orta məktəb,İşsiz,45,Nağd istehlak krediti,978,təmir,20.31,187.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
48443661,Şəbnəm Babayeva,1986-11-14,,Bakalavr,İşləyən,3514,Nağd istehlak krediti,9090,tibbi xərclər,16.17,1214.0,0,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
22776264,Fidan Rəhimova,27/03/2007,Q,Magistr,Tələbə,275,Təhsil krediti,1515,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.13,337.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
